edad;loannumber;times_late;totaldue;loanamount;employment_status_clients_Permanent;termdays;bank_name_clients_GT Bank;times_loaned;referredby;good_bad_flag
35;3;1;13000;10000;1;30;0;2;0;1
36;8;2;34500;30000;1;30;0;7;0;1
36;2;0;13000;10000;1;30;0;1;0;1
35;2;0;13000;10000;1;30;0;1;0;1
29;2;0;13000;10000;1;30;0;1;0;1
31;4;3;24500;20000;0;30;1;3;0;0
40;2;0;13000;10000;1;30;1;1;0;1
34;5;1;24500;20000;1;30;1;4;0;1
44;6;0;39000;30000;1;60;0;5;0;1
48;3;2;13000;10000;0;30;0;2;0;1
27;11;3;23000;20000;0;30;0;10;0;1
42;2;1;11500;10000;0;15;1;1;0;0
49;7;2;34500;30000;1;30;0;6;0;0
37;3;2;13000;10000;1;30;0;2;0;0
48;2;0;11500;10000;1;15;0;1;0;0
40;14;1;11000;10000;1;30;0;13;0;1
33;5;1;24500;20000;1;30;1;4;0;1
31;7;4;39000;30000;0;60;0;6;0;1
36;2;0;13000;10000;1;30;0;1;1;1
39;10;4;24500;20000;1;30;0;9;0;0
50;7;3;22250;20000;1;15;0;6;0;0
27;2;0;13000;10000;1;30;0;1;0;0
32;5;1;11500;10000;0;15;0;4;0;1
41;3;2;13000;10000;1;30;1;2;0;0
35;3;2;13000;10000;1;30;1;2;0;1
42;2;0;13000;10000;1;30;0;1;0;1
30;3;1;11500;10000;1;15;0;2;0;1
43;5;1;24500;20000;1;30;0;4;0;0
38;3;0;13000;10000;1;30;0;2;1;0
39;2;1;13000;10000;1;30;0;1;0;0
32;10;6;39000;30000;1;60;0;9;0;1
43;7;1;39000;30000;1;60;1;6;0;1
36;9;0;48000;40000;1;60;1;8;0;0
46;2;0;11500;10000;1;15;1;1;0;1
46;2;0;11500;10000;1;15;1;1;0;1
32;4;1;24500;20000;1;30;0;3;0;1
40;5;1;34500;30000;1;30;1;4;0;1
42;2;0;13000;10000;1;30;0;1;0;1
29;2;0;13000;10000;1;30;0;1;0;1
41;2;0;13000;10000;1;30;0;1;0;0
29;2;0;13000;10000;1;30;0;1;0;1
47;8;3;34500;30000;0;30;0;7;0;1
39;8;0;39000;30000;1;60;1;7;0;1
34;7;6;22250;20000;1;15;1;6;0;1
42;8;1;34500;30000;1;30;1;7;0;1
41;7;2;39000;30000;1;60;0;6;0;1
40;3;0;24000;20000;0;30;1;2;0;1
41;2;1;13000;10000;1;30;0;1;0;1
39;10;2;34500;30000;1;30;1;9;0;1
33;7;2;28750;25000;0;30;0;6;0;0
37;3;2;13000;10000;1;30;0;2;0;1
41;3;0;13000;10000;1;30;0;2;0;1
37;7;1;34500;30000;1;30;0;6;0;1
40;3;1;13000;10000;1;30;1;2;1;1
36;6;1;24500;20000;1;30;1;5;0;0
31;14;1;44000;40000;1;30;0;13;0;1
29;3;1;11500;10000;0;15;1;2;0;1
39;13;1;57500;50000;1;90;0;12;0;1
36;2;1;13000;10000;1;30;1;1;0;1
39;2;1;13000;10000;1;30;1;1;0;1
53;8;0;34500;30000;0;30;0;7;0;1
31;4;1;22250;20000;1;15;0;3;0;1
32;2;1;13000;10000;1;30;0;1;0;0
40;11;3;44000;40000;0;30;1;10;0;1
35;2;0;13000;10000;1;30;0;1;0;0
38;4;1;24500;20000;1;30;0;3;1;1
35;2;0;13000;10000;1;30;1;1;0;0
36;2;0;13000;10000;1;30;1;1;0;1
35;10;1;34500;30000;1;30;0;9;0;1
34;3;1;13000;10000;1;30;0;2;0;1
57;8;4;24500;20000;1;30;0;7;0;1
34;2;0;11500;10000;1;15;0;1;0;0
30;2;1;11500;10000;1;15;0;1;0;0
35;2;0;13000;10000;0;30;1;1;0;1
40;4;3;13000;10000;1;30;1;3;1;0
34;6;3;34500;30000;1;30;1;5;1;1
36;12;2;44000;40000;1;30;0;11;0;1
31;2;0;11500;10000;1;15;0;1;1;1
36;6;4;24500;20000;0;30;0;5;0;1
34;9;3;13000;10000;1;30;0;8;0;1
29;11;3;22000;20000;1;30;0;10;0;1
38;2;1;13000;10000;0;30;0;1;1;1
42;6;2;39000;30000;1;60;0;5;0;1
34;3;1;24500;20000;1;30;0;2;0;1
42;4;3;11500;10000;1;15;0;3;0;1
55;2;1;13000;10000;1;30;0;1;0;1
33;2;1;13000;10000;1;30;1;1;0;1
35;2;0;13000;10000;1;30;0;1;0;0
42;4;3;22250;20000;1;15;0;3;0;1
37;2;1;11500;10000;1;15;0;1;0;0
37;2;0;13000;10000;1;30;0;1;0;1
50;9;1;34500;30000;0;30;1;8;0;1
42;9;0;39000;30000;1;60;0;8;0;0
33;2;1;11500;10000;1;15;0;1;0;0
32;3;0;13000;10000;1;30;1;2;0;1
40;2;0;11500;10000;1;15;0;1;1;1
34;2;1;13000;10000;0;30;1;1;0;1
54;4;1;24500;20000;1;30;0;3;0;0
32;2;1;13000;10000;1;30;0;1;1;1
42;7;4;34500;30000;0;30;0;6;0;1
38;2;0;13000;10000;1;30;0;1;0;1
35;3;2;24500;20000;0;30;0;2;0;1
27;13;7;44000;40000;0;30;1;12;0;1
47;3;2;13000;10000;1;30;0;2;1;1
37;10;4;44000;40000;1;30;1;9;0;1
27;9;3;48000;40000;0;60;0;8;0;0
37;6;2;39000;30000;1;60;1;5;0;1
37;7;5;17250;15000;1;30;0;6;0;1
39;4;1;24500;20000;1;30;0;3;0;1
46;5;0;24500;20000;0;30;0;4;0;0
28;9;4;48000;40000;1;60;1;8;0;1
33;8;2;11500;10000;1;15;0;7;0;1
34;3;0;11500;10000;1;15;0;2;0;1
29;2;1;13000;10000;0;30;0;1;0;0
40;2;0;13000;10000;1;30;1;1;0;1
32;2;1;11500;10000;1;15;1;1;1;0
48;8;4;34500;30000;1;30;0;7;0;1
40;2;0;11500;10000;0;15;1;1;0;1
37;3;0;13000;10000;1;30;0;2;0;1
33;2;1;13000;10000;1;30;0;1;0;1
38;10;3;44000;40000;0;30;0;9;0;1
39;6;0;34500;30000;1;30;0;5;0;1
37;2;1;13000;10000;1;30;1;1;1;1
26;4;1;24000;20000;0;30;1;3;0;1
29;2;0;11500;10000;0;15;1;1;0;1
33;2;1;13000;10000;1;30;0;1;0;1
37;2;0;13000;10000;1;30;0;1;0;1
29;3;0;13000;10000;0;30;0;2;0;1
36;13;2;33000;30000;1;30;1;12;0;1
32;3;2;11500;10000;1;15;0;2;0;0
41;2;0;13000;10000;1;30;1;1;0;1
46;16;1;44000;40000;1;30;0;15;0;1
36;2;0;11500;10000;0;15;0;1;1;1
34;2;0;11500;10000;1;15;0;1;0;1
43;3;1;13000;10000;1;30;0;2;1;1
35;7;1;34500;30000;1;30;0;6;0;1
38;2;0;13000;10000;1;30;1;1;0;1
36;3;1;13000;10000;1;30;0;2;1;1
44;2;0;13000;10000;0;30;1;1;0;1
34;4;3;11500;10000;1;15;0;3;0;1
37;5;0;22250;20000;1;15;1;4;1;1
35;8;0;34500;30000;1;30;0;7;0;1
32;9;0;34500;30000;1;30;0;8;0;1
40;7;0;34500;30000;1;30;0;6;0;1
43;4;0;24500;20000;0;30;0;3;0;1
30;2;0;13000;10000;1;30;0;1;0;1
40;6;5;11500;10000;1;15;1;5;0;0
27;2;0;13000;10000;1;30;1;1;0;1
33;8;0;34500;30000;1;30;1;7;0;1
41;15;1;44000;40000;1;30;0;14;0;1
37;12;1;44000;40000;0;30;1;11;0;1
39;5;4;24500;20000;1;30;1;4;0;1
36;3;0;11500;10000;1;15;1;2;1;1
36;6;1;24500;20000;0;30;0;5;0;1
40;14;5;57500;50000;1;90;0;13;0;1
32;2;0;13000;10000;1;30;0;1;0;1
44;4;1;24500;20000;1;30;1;3;0;1
30;8;4;13000;10000;1;30;0;7;0;0
34;12;3;48000;40000;1;60;0;11;0;1
42;4;1;24500;20000;1;30;1;3;0;1
37;4;2;11500;10000;1;15;0;3;0;0
32;14;3;44000;40000;0;30;1;13;0;1
29;8;0;34500;30000;1;30;0;7;0;1
34;10;4;27500;25000;0;30;1;9;0;1
47;12;2;48000;40000;1;60;0;11;0;1
42;8;4;22250;20000;1;15;0;7;0;0
38;10;0;34500;30000;0;30;0;9;0;1
46;2;0;13000;10000;1;30;0;1;0;1
32;3;2;13000;10000;1;30;0;2;0;0
28;8;4;39000;30000;0;60;1;7;0;1
45;2;1;11500;10000;0;15;0;1;1;0
33;11;2;55000;50000;0;60;1;10;0;1
34;4;0;24500;20000;0;30;0;3;0;0
26;2;0;13000;10000;0;30;0;1;0;0
41;2;0;13000;10000;1;30;1;1;0;1
41;7;2;39000;30000;0;60;1;6;0;1
40;4;3;13000;10000;0;30;1;3;0;1
37;2;1;11500;10000;1;15;0;1;0;1
27;4;1;18375;15000;1;30;0;3;0;1
35;9;3;44000;40000;1;30;0;8;0;1
36;2;0;11500;10000;1;15;1;1;0;1
43;2;0;11500;10000;1;15;1;1;0;1
35;2;0;11500;10000;1;15;1;1;0;1
37;6;2;34500;30000;0;30;1;5;0;1
31;2;1;13000;10000;1;30;1;1;0;1
49;2;0;13000;10000;0;30;1;1;1;1
39;12;7;34500;30000;1;30;0;11;0;1
32;2;1;11500;10000;1;15;1;1;0;0
30;2;1;13000;10000;0;30;1;1;0;1
33;2;0;13000;10000;1;30;0;1;0;1
31;3;1;13000;10000;1;30;0;2;0;1
38;6;0;24500;20000;1;30;1;5;1;1
43;2;0;11500;10000;1;15;1;1;0;0
30;13;5;27500;25000;0;30;1;12;0;1
49;20;7;52500;50000;0;30;1;19;0;1
39;6;5;24500;20000;1;30;0;5;0;1
33;2;1;11500;10000;1;15;1;1;0;0
39;10;1;48000;40000;1;60;0;9;0;1
39;10;1;48000;40000;1;60;0;9;0;1
39;7;1;34500;30000;0;30;0;6;0;1
43;2;1;13000;10000;1;30;1;1;0;1
32;3;2;13000;10000;0;30;0;2;0;0
35;4;0;24500;20000;1;30;0;3;0;1
31;2;0;13000;10000;1;30;0;1;1;1
44;2;0;13000;10000;1;30;1;1;1;1
34;10;3;39000;30000;1;60;1;9;0;0
29;5;3;11500;10000;1;15;0;4;0;1
54;10;1;34500;30000;0;30;0;9;0;1
42;3;0;13000;10000;1;30;1;2;0;1
39;3;0;13000;10000;0;30;0;2;0;1
39;6;2;24500;20000;0;30;0;5;0;1
39;2;0;11500;10000;1;15;0;1;1;1
37;2;0;11500;10000;1;15;1;1;0;1
50;12;4;34500;30000;1;30;0;11;0;1
43;8;4;24500;20000;1;30;1;7;0;1
57;11;1;48000;40000;0;60;0;10;0;1
33;13;3;44000;40000;0;30;0;12;0;1
46;10;6;48000;40000;1;60;0;9;0;0
34;8;0;34500;30000;0;30;1;7;0;0
36;3;0;11500;10000;1;15;0;2;0;1
35;2;0;13000;10000;1;30;0;1;0;1
36;2;0;13000;10000;0;30;0;1;0;1
47;9;8;21500;20000;0;15;0;8;0;1
33;9;4;34500;30000;0;30;0;8;0;0
36;2;1;11500;10000;1;15;1;1;0;1
40;2;0;11500;10000;1;15;0;1;1;1
28;9;2;39000;30000;0;60;0;8;0;1
33;10;8;39000;30000;1;60;0;9;0;1
39;2;1;13000;10000;1;30;0;1;0;1
40;14;0;52500;50000;1;30;0;13;0;1
43;2;0;13000;10000;0;30;1;1;0;1
35;3;1;13000;10000;1;30;1;2;0;0
29;12;7;34500;30000;0;30;0;11;0;0
36;5;2;24500;20000;1;30;0;4;0;1
37;10;3;34500;30000;0;30;0;9;0;0
31;6;4;13000;10000;1;30;0;5;0;1
33;6;2;13000;10000;1;30;1;5;0;0
27;6;1;11500;10000;0;30;1;5;0;1
33;3;1;13000;10000;1;30;0;2;1;1
29;3;0;13000;10000;1;30;0;2;0;1
31;3;0;24500;20000;1;30;0;2;1;1
36;13;6;44000;40000;1;30;1;12;0;1
31;7;2;34500;30000;1;30;1;6;0;0
42;3;2;13000;10000;0;30;0;2;1;1
40;2;1;13000;10000;0;30;0;1;0;1
37;2;0;13000;10000;1;30;0;1;0;0
36;14;2;44000;40000;1;30;0;13;0;1
30;2;1;13000;10000;1;30;1;1;0;0
38;2;0;13000;10000;0;30;1;1;0;0
31;3;2;13000;10000;1;30;0;2;0;1
35;3;0;13000;10000;1;30;1;2;0;1
43;13;6;68100;60000;0;90;1;12;0;1
32;2;0;13000;10000;1;30;0;1;0;0
30;5;0;39000;30000;0;60;0;4;0;1
30;4;0;22250;20000;1;15;1;3;0;1
41;5;2;24500;20000;0;30;0;4;0;1
42;3;1;13000;10000;1;30;0;2;0;1
34;4;0;24500;20000;1;30;0;3;0;1
33;8;3;34500;30000;0;30;1;7;0;1
46;12;6;34500;30000;0;30;0;11;0;1
41;5;3;24500;20000;1;30;0;4;0;1
37;7;5;24500;20000;0;30;0;6;0;1
35;2;0;11500;10000;1;15;1;1;0;1
36;2;0;11500;10000;1;15;1;1;0;1
34;3;2;11500;10000;1;15;1;2;0;1
34;12;0;34500;30000;1;30;1;11;0;1
32;5;2;24000;20000;1;30;1;4;0;1
45;5;1;24500;20000;1;30;1;4;0;1
33;2;1;13000;10000;1;30;0;1;0;1
39;9;1;34500;30000;1;30;0;8;0;1
42;4;0;24500;20000;1;30;1;3;0;1
42;3;0;22250;20000;1;15;1;2;1;1
39;19;4;48000;40000;1;60;0;18;0;1
38;2;0;13000;10000;1;30;0;1;0;1
34;3;1;13000;10000;0;30;0;2;0;1
28;3;1;13000;10000;1;30;0;2;1;0
30;3;2;13000;10000;1;30;0;2;1;0
38;13;4;44000;40000;0;30;1;12;0;1
40;3;2;11500;10000;1;15;0;2;0;1
37;11;2;44000;40000;1;30;0;10;0;1
31;2;0;11500;10000;0;15;0;1;0;1
32;11;7;16500;15000;0;30;1;10;0;1
46;13;4;44000;40000;1;30;1;12;0;0
41;3;0;13000;10000;1;30;0;2;0;1
36;10;2;44000;40000;1;30;1;9;0;1
32;2;0;13000;10000;1;30;0;1;0;1
45;3;0;11500;10000;0;15;0;2;0;1
47;2;1;13000;10000;0;30;0;1;0;1
40;2;0;13000;10000;1;30;0;1;0;0
31;3;1;13000;10000;1;30;1;2;0;1
29;2;1;13000;10000;1;30;0;1;0;1
40;4;0;24500;20000;1;30;1;3;0;1
37;10;5;24500;20000;1;30;0;9;0;1
37;3;2;13000;10000;1;30;0;2;1;0
37;2;1;13000;10000;1;30;0;1;0;0
35;4;2;24500;20000;1;30;0;3;0;1
37;2;0;13000;10000;1;30;0;1;1;1
37;11;4;48000;40000;0;60;0;10;0;1
30;3;0;13000;10000;1;30;1;2;0;1
31;2;1;11500;10000;1;15;0;1;0;1
43;8;0;24500;20000;1;30;1;7;0;1
29;2;0;13000;10000;1;30;0;1;0;1
30;2;1;11500;10000;1;15;1;1;0;1
42;3;0;13000;10000;0;30;0;2;0;1
33;5;3;22250;20000;1;15;1;4;0;1
31;3;2;13000;10000;1;30;0;2;0;1
39;3;1;13000;10000;1;30;0;2;0;1
39;2;0;13000;10000;0;30;1;1;0;1
37;16;7;44000;40000;1;30;1;15;0;1
33;4;0;12250;10000;1;30;0;3;0;1
35;11;1;36000;30000;0;60;0;10;0;1
34;6;0;34500;30000;1;30;0;5;0;1
37;5;0;22250;20000;1;15;0;4;1;1
31;2;1;13000;10000;0;30;0;1;0;1
48;4;2;11500;10000;1;15;0;3;0;1
45;4;0;24500;20000;1;30;0;3;1;1
38;3;2;13000;10000;1;30;0;2;0;0
38;2;0;11500;10000;1;15;0;1;0;1
29;8;2;34500;30000;0;30;1;7;0;0
33;4;1;24500;20000;1;30;0;3;1;1
35;7;6;34500;30000;0;30;1;6;0;1
33;7;0;34500;30000;1;30;0;6;0;1
34;2;1;11500;10000;1;15;1;1;0;0
32;10;1;36000;30000;1;60;1;9;0;1
41;2;0;13000;10000;1;30;1;1;0;1
38;2;0;13000;10000;1;30;0;1;0;1
51;2;0;13000;10000;1;30;0;1;1;1
36;9;3;34500;30000;1;30;0;8;0;1
43;7;5;10750;10000;1;15;0;6;0;1
44;5;0;34500;30000;1;30;0;4;0;1
30;8;3;24500;20000;1;30;0;7;0;1
39;9;2;34500;30000;1;30;0;8;0;1
32;2;0;13000;10000;1;30;0;1;0;1
36;5;0;22250;20000;1;15;0;4;0;1
38;2;1;13000;10000;1;30;0;1;0;1
36;6;0;16687;15000;1;15;1;5;0;1
36;4;1;24500;20000;1;30;1;3;0;1
35;5;0;12250;10000;1;30;0;4;0;1
34;2;1;13000;10000;1;30;1;1;0;1
27;5;3;13000;10000;1;30;0;4;0;0
52;2;0;13000;10000;1;30;1;1;0;1
37;2;0;13000;10000;0;30;1;1;0;1
39;7;3;28750;25000;0;30;1;6;0;1
35;2;0;13000;10000;1;30;0;1;0;1
45;5;0;24500;20000;0;30;0;4;1;1
42;9;1;44000;40000;1;30;1;8;0;1
38;2;1;13000;10000;0;30;1;1;0;0
39;3;2;13000;10000;1;30;0;2;0;1
28;2;0;11500;10000;1;15;0;1;0;1
33;6;1;28750;25000;1;30;0;5;1;0
35;3;0;24500;20000;1;30;0;2;0;1
34;7;1;34500;30000;1;30;1;6;0;1
33;8;0;34500;30000;0;30;1;7;0;0
43;3;0;24500;20000;0;30;0;2;0;1
52;7;2;24500;20000;1;30;0;6;0;1
43;2;0;13000;10000;1;30;0;1;1;1
38;3;0;13000;10000;1;30;0;2;0;1
37;10;0;21000;20000;1;15;1;9;0;1
36;5;4;11500;10000;0;15;1;4;0;1
43;2;1;11500;10000;1;15;0;1;0;1
43;2;0;11500;10000;0;15;0;1;0;1
29;3;2;13000;10000;0;30;1;2;1;0
34;2;1;11500;10000;1;15;1;1;1;1
35;2;1;13000;10000;1;30;0;1;0;1
42;13;5;48000;40000;1;60;0;12;0;1
35;2;0;13000;10000;1;30;0;1;0;1
40;6;3;13000;10000;1;30;1;5;0;0
41;5;2;13000;10000;0;30;0;4;0;0
43;4;3;24500;20000;0;30;1;3;0;1
36;10;3;34500;30000;1;30;1;9;0;0
41;2;1;11500;10000;1;15;0;1;0;0
41;4;2;24500;20000;1;30;0;3;0;1
47;2;0;13000;10000;1;30;1;1;0;1
39;4;3;11500;10000;1;15;1;3;0;0
36;6;2;24500;20000;1;30;1;5;0;1
28;2;0;11500;10000;0;15;0;1;0;0
29;2;1;13000;10000;0;30;0;1;0;1
28;11;5;34500;30000;1;30;0;10;0;1
28;3;2;13000;10000;0;30;0;2;0;0
42;13;8;44000;40000;0;30;0;12;0;1
32;2;1;13000;10000;1;30;0;1;0;1
40;4;0;24500;20000;0;30;0;3;0;1
43;5;1;13000;10000;1;30;0;4;0;0
26;13;0;52500;50000;0;30;0;12;0;1
29;3;0;13000;10000;1;30;1;2;0;1
39;3;0;13000;10000;1;30;1;2;0;1
48;6;4;13000;10000;0;30;0;5;0;0
42;4;0;24500;20000;1;30;1;3;1;1
41;8;1;34500;30000;1;30;0;7;0;0
31;4;0;24500;20000;0;30;1;3;0;1
41;6;1;13000;10000;1;30;0;5;0;0
41;4;3;24500;20000;0;30;1;3;0;1
28;2;0;11500;10000;1;15;0;1;1;0
48;2;0;11500;10000;1;15;0;1;0;1
42;2;0;11500;10000;1;15;0;1;0;1
41;7;5;24500;20000;0;30;0;6;0;1
49;2;1;11500;10000;0;15;1;1;0;1
43;3;0;13000;10000;1;30;0;2;1;1
41;5;2;11500;10000;0;15;0;4;0;1
32;2;1;13000;10000;1;30;1;1;0;1
54;11;1;44000;40000;0;30;1;10;0;1
37;3;2;13000;10000;1;30;1;2;0;0
46;5;2;24500;20000;1;30;0;4;0;1
28;2;0;13000;10000;1;30;0;1;0;1
35;10;1;44000;40000;1;30;0;9;0;1
31;3;1;18375;15000;1;30;1;2;0;0
39;10;0;28750;25000;1;30;1;9;0;1
42;2;0;13000;10000;0;30;0;1;0;1
39;9;5;34500;30000;0;30;0;8;0;1
33;5;0;22250;20000;1;15;0;4;0;1
40;8;2;34500;30000;1;30;0;7;0;1
42;6;4;11500;10000;1;15;0;5;0;0
42;2;0;11500;10000;1;15;1;1;1;1
45;2;1;13000;10000;0;30;0;1;0;1
35;4;2;13000;10000;1;30;0;3;0;1
43;6;5;11500;10000;1;15;1;5;0;1
35;7;0;43500;40000;1;30;1;6;0;1
48;2;0;13000;10000;1;30;1;1;0;1
34;2;0;13000;10000;1;30;0;1;0;1
37;5;0;18375;15000;1;30;0;4;0;1
43;3;0;13000;10000;1;30;0;2;0;1
37;3;1;13000;10000;1;30;0;2;0;1
43;4;1;11125;10000;1;15;1;3;1;0
26;2;0;13000;10000;1;30;0;1;0;1
35;9;1;48000;40000;1;60;1;8;0;1
38;6;4;12250;10000;0;30;1;5;0;0
33;2;0;13000;10000;1;30;0;1;0;1
35;8;4;12250;10000;1;30;1;7;0;1
33;4;1;24500;20000;0;30;1;3;1;1
49;6;4;13000;10000;1;30;0;5;0;0
39;4;3;24500;20000;1;30;0;3;0;1
32;4;2;24500;20000;1;30;1;3;1;1
43;9;1;48000;40000;1;60;0;8;0;0
43;9;4;24500;20000;0;30;0;8;0;1
31;2;0;13000;10000;1;30;0;1;1;1
30;7;0;34500;30000;0;30;0;6;0;1
45;4;0;24500;20000;1;30;0;3;1;0
29;3;1;13000;10000;1;30;1;2;0;0
28;8;4;13000;10000;0;30;0;7;0;1
35;2;0;13000;10000;1;30;0;1;0;1
33;3;2;13000;10000;1;30;1;2;0;0
39;2;0;13000;10000;1;30;0;1;0;0
39;2;0;13000;10000;1;30;0;1;0;0
36;2;0;13000;10000;1;30;1;1;0;1
34;10;4;16687;15000;1;15;1;9;0;1
28;10;1;27500;25000;0;30;1;9;0;1
31;2;0;13000;10000;1;30;1;1;0;1
46;5;4;11500;10000;0;15;1;4;0;0
39;2;0;13000;10000;1;30;0;1;1;1
37;3;1;11500;10000;1;15;1;2;1;0
29;3;0;13000;10000;1;30;0;2;1;1
33;2;0;11500;10000;1;15;0;1;0;1
32;8;4;11500;10000;1;15;0;7;0;1
46;2;0;11500;10000;1;15;1;1;1;1
32;2;0;13000;10000;1;30;0;1;1;1
30;8;4;33000;30000;0;30;0;7;0;1
45;6;0;24500;20000;1;30;1;5;0;1
30;2;0;11500;10000;0;15;0;1;1;0
28;2;0;13000;10000;0;30;0;1;0;1
33;15;1;33000;30000;1;30;0;14;0;1
36;5;2;24500;20000;1;30;0;4;0;1
29;4;0;22250;20000;1;15;0;3;0;1
36;5;1;24500;20000;1;30;0;4;1;1
31;10;6;39000;30000;1;60;0;9;0;1
46;2;0;13000;10000;1;30;0;1;0;1
35;8;3;39000;30000;1;60;0;7;0;1
54;2;0;13000;10000;1;30;0;1;1;1
56;2;0;11500;10000;0;15;0;1;0;1
39;8;4;39000;30000;1;60;0;7;0;1
37;13;2;57000;50000;0;90;0;12;0;1
33;3;1;11500;10000;1;15;0;2;0;1
38;2;0;13000;10000;1;30;0;1;1;1
37;2;1;13000;10000;1;30;0;1;0;1
36;2;0;11500;10000;1;15;0;1;0;1
45;3;1;13000;10000;1;30;0;2;0;1
39;5;2;13000;10000;1;30;0;4;0;1
37;4;1;34500;30000;1;30;0;2;0;1
44;6;3;24500;20000;1;30;1;5;0;1
46;2;0;11500;10000;1;15;1;1;1;1
33;5;0;24500;20000;0;30;1;4;1;1
43;12;8;34500;30000;0;30;1;11;0;0
36;2;0;11500;10000;0;15;0;1;0;1
38;3;1;13000;10000;1;30;0;2;0;1
41;2;0;13000;10000;0;30;0;1;0;1
36;10;3;48000;40000;1;60;1;9;0;1
34;3;0;13000;10000;1;30;0;2;1;1
42;15;8;44000;40000;0;30;0;14;0;1
47;10;2;34500;30000;0;30;1;9;0;1
35;2;0;13000;10000;1;30;0;1;0;1
36;3;1;13000;10000;1;30;1;2;0;1
31;3;1;13000;10000;1;30;1;2;0;0
46;11;3;48000;40000;0;60;1;10;0;1
40;8;3;34500;30000;1;30;0;7;0;1
44;14;1;52500;50000;0;30;1;13;0;1
39;6;2;11500;10000;1;15;0;5;0;1
28;10;1;27500;25000;0;30;1;9;0;1
38;8;1;34500;30000;1;30;0;7;0;1
43;6;0;34500;30000;0;30;0;5;0;1
34;8;3;24500;20000;0;30;0;7;1;1
44;2;0;13000;10000;1;30;1;1;0;0
54;2;0;13000;10000;1;30;1;1;0;1
30;4;3;11500;10000;1;15;0;3;0;0
42;5;0;24500;20000;1;30;0;4;0;1
37;3;1;13000;10000;0;30;0;2;0;1
28;2;0;13000;10000;1;30;0;1;0;1
40;7;0;34500;30000;1;30;1;6;0;1
31;2;1;11500;10000;0;15;1;1;0;0
37;5;0;24500;20000;1;30;0;4;0;1
49;2;0;11500;10000;0;15;0;1;1;1
33;16;0;42000;40000;0;30;1;15;0;1
42;4;0;24500;20000;1;30;0;3;0;0
38;2;1;13000;10000;1;30;0;1;0;0
28;13;5;57500;50000;0;90;0;12;0;1
38;3;2;13000;10000;1;30;0;2;0;0
34;3;1;13000;10000;1;30;1;2;0;0
34;2;0;11500;10000;1;15;0;1;0;1
41;2;1;13000;10000;1;30;0;1;1;0
51;2;1;13000;10000;1;30;0;1;0;1
32;10;8;44000;40000;0;30;1;9;0;1
44;3;0;24500;20000;0;30;1;2;1;1
38;9;3;48000;40000;1;60;0;8;0;1
44;13;3;44000;40000;1;30;1;12;0;1
38;5;3;22250;20000;1;15;0;4;0;1
40;5;0;24500;20000;1;30;1;4;0;1
37;5;2;13000;10000;1;30;0;4;0;0
31;10;5;39000;30000;0;60;1;9;0;1
45;16;7;52500;50000;0;30;0;15;0;1
33;2;0;11500;10000;1;15;1;1;1;1
35;2;1;13000;10000;1;30;0;1;1;1
34;2;1;13000;10000;0;30;0;1;0;0
36;2;0;13000;10000;1;30;0;1;0;0
41;3;2;13000;10000;1;30;0;2;0;0
35;12;1;44000;40000;1;30;0;11;0;1
29;2;0;13000;10000;1;30;0;1;0;1
50;8;0;34500;30000;1;30;0;7;0;1
31;9;4;18375;15000;0;30;1;8;0;0
31;4;1;13000;10000;0;30;0;3;0;1
44;5;4;22250;20000;1;15;0;4;0;1
41;9;6;12250;10000;1;30;0;8;0;1
41;10;3;44000;40000;1;30;1;9;0;1
34;7;2;13000;10000;1;30;0;6;0;1
36;6;5;13000;10000;1;30;0;5;0;1
27;14;3;44000;40000;0;30;0;13;0;0
31;2;0;13000;10000;1;30;0;1;0;1
39;4;3;11500;10000;1;15;1;3;1;0
38;2;1;13000;10000;0;30;0;1;1;0
29;2;0;13000;10000;1;30;0;1;0;0
33;7;4;23000;20000;0;30;0;6;0;1
36;2;0;13000;10000;1;30;0;1;0;1
40;7;2;34500;30000;0;30;0;6;0;1
34;3;0;13000;10000;1;30;0;2;1;1
29;3;1;13000;10000;1;30;1;2;0;1
43;4;0;24500;20000;1;30;0;3;0;1
31;2;0;11500;10000;1;15;1;1;0;1
36;7;1;24500;20000;1;30;0;6;0;1
37;6;0;34500;30000;0;30;0;5;0;1
33;6;2;34500;30000;0;30;0;5;0;0
48;10;0;17250;15000;1;30;0;9;0;1
46;4;1;24500;20000;0;30;1;3;0;1
42;8;5;48000;40000;0;60;1;7;0;0
35;6;3;39000;30000;1;60;0;5;0;0
58;5;2;13000;10000;0;30;0;4;0;1
34;2;0;13000;10000;1;30;0;1;0;1
39;7;0;34500;30000;1;30;0;6;0;1
37;10;5;48000;40000;1;60;1;9;0;1
41;5;4;13000;10000;1;30;0;4;0;1
30;2;1;11500;10000;1;15;1;1;0;1
34;9;6;34500;30000;1;30;0;8;0;1
33;4;0;11125;10000;1;15;0;3;0;1
39;9;6;34500;30000;0;30;0;8;0;1
29;3;2;13000;10000;1;30;0;2;0;1
38;2;1;11500;10000;1;15;1;1;0;1
32;3;1;24500;20000;1;30;1;2;0;1
31;12;1;57500;50000;1;90;0;11;0;1
38;2;1;13000;10000;1;30;0;1;0;0
28;5;1;13000;10000;1;30;0;4;0;1
32;2;1;11500;10000;1;15;1;1;0;1
29;2;0;13000;10000;1;30;0;1;1;1
41;15;6;48000;40000;0;60;0;14;0;1
33;3;0;13000;10000;0;30;0;2;0;1
